,sc_id,spot,corr,celltype
1592,cell_1352,spot_155,0.9485610056213866,ExcitatoryL6
1593,cell_682,spot_93,0.8804486975116692,Astro
1594,cell_907,spot_93,0.8804486975116692,Other
1595,cell_722,spot_93,0.8804486975116692,Other
1596,cell_161,spot_93,0.8804486975116692,Other
1597,cell_1494,spot_121,0.9221507277367149,ExcitatoryL5
1598,cell_1032,spot_121,0.9221507277367149,ExcitatoryL5
1599,cell_187,spot_121,0.9221507277367149,Sst
1600,cell_1269,spot_121,0.9221507277367149,Sst
1601,cell_1007,spot_121,0.9221507277367149,Olig
1602,cell_1076,spot_121,0.9221507277367149,Olig
1603,cell_972,spot_121,0.9221507277367149,Endo
1604,cell_776,spot_121,0.9221507277367149,Endo
1605,cell_816,spot_121,0.9221507277367149,Micro
1606,cell_612,spot_121,0.9221507277367149,ExcitatoryL6
1607,cell_600,spot_18,0.9216869015076756,Other
1608,cell_156,spot_18,0.9216869015076756,Other
1609,cell_37,spot_18,0.9216869015076756,Other
1610,cell_1104,spot_151,0.9684531845573023,Astro
1611,cell_1120,spot_151,0.9684531845573023,Astro
1612,cell_1236,spot_151,0.9684531845573023,Astro
1613,cell_1374,spot_151,0.9684531845573023,Smc
1614,cell_1220,spot_151,0.9684531845573023,Smc
1615,cell_1466,spot_151,0.9684531845573023,Smc
1616,cell_1172,spot_151,0.9684531845573023,Smc
1617,cell_1230,spot_151,0.9684531845573023,Smc
1618,cell_158,spot_151,0.9684531845573023,Endo
1619,cell_1227,spot_151,0.9684531845573023,Endo
1620,cell_924,spot_101,0.957297822116026,ExcitatoryL2and3
1621,cell_452,spot_101,0.957297822116026,Olig
1622,cell_943,spot_101,0.957297822116026,ExcitatoryL4
1623,cell_1366,spot_101,0.957297822116026,ExcitatoryL4
1624,cell_833,spot_101,0.957297822116026,Pvalb
1625,cell_460,spot_101,0.957297822116026,Pvalb
1626,cell_866,spot_101,0.957297822116026,ExcitatoryL6
1627,cell_534,spot_101,0.957297822116026,ExcitatoryL6
1628,cell_249,spot_101,0.957297822116026,ExcitatoryL6
1629,cell_41,spot_9,0.9573725525866105,ExcitatoryL5
1630,cell_42,spot_9,0.9573725525866105,ExcitatoryL5
1631,cell_785,spot_9,0.9573725525866105,ExcitatoryL5
1632,cell_149,spot_9,0.9573725525866105,ExcitatoryL5
1633,cell_888,spot_9,0.9573725525866105,ExcitatoryL5
1634,cell_171,spot_9,0.9573725525866105,Olig
1635,cell_114,spot_9,0.9573725525866105,Olig
1636,cell_1068,spot_9,0.9573725525866105,Olig
1637,cell_72,spot_9,0.9573725525866105,Endo
1638,cell_337,spot_9,0.9573725525866105,Endo
1639,cell_754,spot_9,0.9573725525866105,ExcitatoryL6
1640,cell_302,spot_30,0.9180829707834413,Endo
1641,cell_234,spot_30,0.9180829707834413,Endo
1642,cell_297,spot_30,0.9180829707834413,Endo
1643,cell_179,spot_30,0.9180829707834413,Endo
1644,cell_276,spot_30,0.9180829707834413,Endo
1645,cell_738,spot_30,0.9180829707834413,Endo
1646,cell_273,spot_30,0.9180829707834413,Endo
1647,cell_88,spot_30,0.9180829707834413,ExcitatoryL4
1648,cell_343,spot_30,0.9180829707834413,ExcitatoryL4
1649,cell_567,spot_30,0.9180829707834413,ExcitatoryL4
1650,cell_1506,spot_30,0.9180829707834413,ExcitatoryL4
1651,cell_1133,spot_142,0.9342855762851966,Astro
1652,cell_1140,spot_142,0.9342855762851966,ExcitatoryL5
1653,cell_1222,spot_142,0.9342855762851966,ExcitatoryL5
1654,cell_513,spot_142,0.9342855762851966,ExcitatoryL4
1655,cell_1188,spot_142,0.9342855762851966,ExcitatoryL4
1656,cell_813,spot_142,0.9342855762851966,ExcitatoryL4
1657,cell_1154,spot_142,0.9342855762851966,Pvalb
1658,cell_329,spot_82,0.9214960068282274,Astro
1659,cell_248,spot_82,0.9214960068282274,ExcitatoryL2and3
1660,cell_289,spot_82,0.9214960068282274,ExcitatoryL2and3
1661,cell_1085,spot_82,0.9214960068282274,Micro
1662,cell_413,spot_82,0.9214960068282274,Micro
1663,cell_1444,spot_82,0.9214960068282274,Pvalb
1664,cell_798,spot_82,0.9214960068282274,Pvalb
1665,cell_1221,spot_82,0.9214960068282274,ExcitatoryL6
1666,cell_747,spot_82,0.9214960068282274,ExcitatoryL6
1667,cell_735,spot_82,0.9214960068282274,ExcitatoryL6
1668,cell_703,spot_82,0.9214960068282274,ExcitatoryL6
1669,cell_444,spot_45,0.9170447259212535,Astro
1670,cell_173,spot_45,0.9170447259212535,Astro
1671,cell_960,spot_45,0.9170447259212535,ExcitatoryL5
1672,cell_1436,spot_45,0.9170447259212535,Endo
1673,cell_489,spot_45,0.9170447259212535,Endo
1674,cell_388,spot_45,0.9170447259212535,Micro
1675,cell_412,spot_45,0.9170447259212535,ExcitatoryL6
1676,cell_1061,spot_45,0.9170447259212535,ExcitatoryL6
1677,cell_268,spot_45,0.9170447259212535,ExcitatoryL6
1678,cell_1355,spot_158,0.9586473257840363,ExcitatoryL5
1679,cell_386,spot_158,0.9586473257840363,ExcitatoryL5
1680,cell_675,spot_158,0.9586473257840363,Sst
1681,cell_1180,spot_158,0.9586473257840363,ExcitatoryL2and3
1682,cell_551,spot_158,0.9586473257840363,ExcitatoryL2and3
1683,cell_1422,spot_158,0.9586473257840363,Pvalb
1684,cell_1307,spot_158,0.9586473257840363,Pvalb
1685,cell_674,spot_158,0.9586473257840363,Pvalb
1686,cell_1367,spot_158,0.9586473257840363,ExcitatoryL6
1687,cell_664,spot_158,0.9586473257840363,ExcitatoryL6
1688,cell_967,spot_124,0.9282759932947311,ExcitatoryL5
1689,cell_1380,spot_124,0.9282759932947311,Endo
1690,cell_1124,spot_124,0.9282759932947311,ExcitatoryL4
1691,cell_28,spot_124,0.9282759932947311,ExcitatoryL4
1692,cell_993,spot_124,0.9282759932947311,ExcitatoryL4
1693,cell_477,spot_124,0.9282759932947311,ExcitatoryL4
1694,cell_1291,spot_124,0.9282759932947311,ExcitatoryL4
1695,cell_942,spot_124,0.9282759932947311,ExcitatoryL4
1696,cell_457,spot_124,0.9282759932947311,ExcitatoryL6
1697,cell_1061,spot_124,0.9282759932947311,ExcitatoryL6
1698,cell_1466,spot_189,0.8830038454858816,Smc
1699,cell_1374,spot_189,0.8830038454858816,Smc
1700,cell_1172,spot_189,0.8830038454858816,Smc
1701,cell_1317,spot_189,0.8830038454858816,Smc
1702,cell_1447,spot_189,0.8830038454858816,Smc
1703,cell_1280,spot_189,0.8830038454858816,Smc
1704,cell_808,spot_96,0.8751765897808337,Astro
1705,cell_966,spot_96,0.8751765897808337,Astro
1706,cell_938,spot_96,0.8751765897808337,Olig
1707,cell_881,spot_96,0.8751765897808337,Olig
1708,cell_326,spot_96,0.8751765897808337,Olig
1709,cell_957,spot_96,0.8751765897808337,Olig
1710,cell_900,spot_96,0.8751765897808337,ExcitatoryL6
1711,cell_361,spot_23,0.9347955031534771,Astro
1712,cell_64,spot_23,0.9347955031534771,Olig
1713,cell_701,spot_23,0.9347955031534771,ExcitatoryL6
1714,cell_209,spot_23,0.9347955031534771,ExcitatoryL6
1715,cell_336,spot_23,0.9347955031534771,ExcitatoryL6
1716,cell_598,spot_23,0.9347955031534771,ExcitatoryL6
1717,cell_269,spot_23,0.9347955031534771,ExcitatoryL6
1718,cell_105,spot_23,0.9347955031534771,ExcitatoryL6
1719,cell_1176,spot_23,0.9347955031534771,ExcitatoryL6
1720,cell_650,spot_23,0.9347955031534771,ExcitatoryL6
1721,cell_332,spot_23,0.9347955031534771,ExcitatoryL6
1722,cell_96,spot_0,0.8960375598127049,Astro
1723,cell_1468,spot_0,0.8960375598127049,Astro
1724,cell_436,spot_0,0.8960375598127049,Sst
1725,cell_638,spot_0,0.8960375598127049,Endo
1726,cell_140,spot_0,0.8960375598127049,Endo
1727,cell_103,spot_0,0.8960375598127049,HPC
1728,cell_79,spot_0,0.8960375598127049,HPC
1729,cell_631,spot_0,0.8960375598127049,HPC
1730,cell_1404,spot_144,0.9405134236641572,ExcitatoryL2and3
1731,cell_987,spot_144,0.9405134236641572,ExcitatoryL2and3
1732,cell_532,spot_144,0.9405134236641572,Endo
1733,cell_1231,spot_144,0.9405134236641572,Endo
1734,cell_940,spot_144,0.9405134236641572,ExcitatoryL4
1735,cell_665,spot_144,0.9405134236641572,ExcitatoryL4
1736,cell_219,spot_144,0.9405134236641572,ExcitatoryL4
1737,cell_1124,spot_144,0.9405134236641572,ExcitatoryL4
1738,cell_1274,spot_144,0.9405134236641572,ExcitatoryL4
1739,cell_1145,spot_144,0.9405134236641572,ExcitatoryL4
1740,cell_914,spot_144,0.9405134236641572,ExcitatoryL4
1741,cell_1252,spot_144,0.9405134236641572,ExcitatoryL4
1742,cell_705,spot_146,0.9483096226675927,Astro
1743,cell_1183,spot_146,0.9483096226675927,ExcitatoryL2and3
1744,cell_1243,spot_146,0.9483096226675927,ExcitatoryL2and3
1745,cell_1224,spot_146,0.9483096226675927,ExcitatoryL2and3
1746,cell_780,spot_146,0.9483096226675927,ExcitatoryL2and3
1747,cell_609,spot_146,0.9483096226675927,ExcitatoryL2and3
1748,cell_422,spot_146,0.9483096226675927,ExcitatoryL2and3
1749,cell_442,spot_146,0.9483096226675927,ExcitatoryL2and3
1750,cell_1442,spot_146,0.9483096226675927,ExcitatoryL2and3
1751,cell_589,spot_146,0.9483096226675927,ExcitatoryL2and3
1752,cell_533,spot_146,0.9483096226675927,ExcitatoryL2and3
1753,cell_941,spot_146,0.9483096226675927,Endo
1754,cell_1150,spot_146,0.9483096226675927,Endo
1755,cell_576,spot_65,0.9425231920706211,ExcitatoryL5
1756,cell_526,spot_65,0.9425231920706211,ExcitatoryL5
1757,cell_695,spot_65,0.9425231920706211,Other
1758,cell_667,spot_65,0.9425231920706211,Olig
1759,cell_1256,spot_65,0.9425231920706211,Olig
1760,cell_1489,spot_65,0.9425231920706211,Olig
1761,cell_298,spot_65,0.9425231920706211,Endo
1762,cell_594,spot_65,0.9425231920706211,Endo
1763,cell_1514,spot_65,0.9425231920706211,ExcitatoryL6
1764,cell_1131,spot_65,0.9425231920706211,ExcitatoryL6
1765,cell_575,spot_65,0.9425231920706211,ExcitatoryL6
1766,cell_447,spot_68,0.9552534584109539,Astro
1767,cell_601,spot_68,0.9552534584109539,Astro
1768,cell_539,spot_68,0.9552534584109539,Other
1769,cell_330,spot_68,0.9552534584109539,Endo
1770,cell_743,spot_68,0.9552534584109539,ExcitatoryL4
1771,cell_716,spot_68,0.9552534584109539,ExcitatoryL4
1772,cell_753,spot_68,0.9552534584109539,ExcitatoryL4
1773,cell_661,spot_68,0.9552534584109539,ExcitatoryL4
1774,cell_1192,spot_68,0.9552534584109539,ExcitatoryL4
1775,cell_611,spot_68,0.9552534584109539,ExcitatoryL4
1776,cell_1410,spot_68,0.9552534584109539,ExcitatoryL4
1777,cell_1229,spot_127,0.9212175299214003,ExcitatoryL2and3
1778,cell_1005,spot_127,0.9212175299214003,ExcitatoryL2and3
1779,cell_148,spot_127,0.9212175299214003,ExcitatoryL2and3
1780,cell_578,spot_127,0.9212175299214003,ExcitatoryL2and3
1781,cell_1065,spot_127,0.9212175299214003,ExcitatoryL2and3
1782,cell_1122,spot_127,0.9212175299214003,ExcitatoryL2and3
1783,cell_904,spot_127,0.9212175299214003,ExcitatoryL2and3
1784,cell_1015,spot_127,0.9212175299214003,Olig
1785,cell_1354,spot_127,0.9212175299214003,Olig
1786,cell_222,spot_127,0.9212175299214003,Endo
1787,cell_330,spot_127,0.9212175299214003,Endo
1788,cell_1420,spot_104,0.9538523730206427,ExcitatoryL5
1789,cell_414,spot_104,0.9538523730206427,ExcitatoryL5
1790,cell_178,spot_104,0.9538523730206427,Other
1791,cell_884,spot_104,0.9538523730206427,Olig
1792,cell_630,spot_104,0.9538523730206427,Olig
1793,cell_61,spot_104,0.9538523730206427,Olig
1794,cell_949,spot_104,0.9538523730206427,Micro
1795,cell_834,spot_104,0.9538523730206427,Pvalb
1796,cell_830,spot_104,0.9538523730206427,ExcitatoryL6
1797,cell_472,spot_104,0.9538523730206427,ExcitatoryL6
