	adj_spex_UMAP1	adj_spex_UMAP2
0	667.8143836672347	6140.725083037945
1	167.16778261123937	6476.510700062445
2	184.69825243218193	6346.885384059054
3	359.757371165015	6611.856041943621
4	340.28762325889545	6597.227408845994
5	501.34348973363154	6114.386166668744
6	375.0	6375.0
7	622.1876928431515	6143.531275493845
8	136.84619754645436	6494.064457592374
9	4635.772081469325	4586.218070171486
10	4895.367338961641	4798.583811565434
11	4875.0	4875.0
12	4841.874352159439	4946.588023501488
13	4875.0	4875.0
14	4875.0	4875.0
15	4597.032033017936	4776.427273259403
16	4970.452607499685	4800.000658858431
17	4674.350140865878	4881.38854280315
18	4875.0	4875.0
19	4875.0	4875.0
20	4682.058772377541	10730.591124912295
21	4875.0	10875.0
22	4875.0	10875.0
23	4785.510064451906	10977.831624699918
24	5012.135178373945	10802.55845348967
25	4979.704474665162	10680.196096336962
26	4829.843035378562	10733.155519145674
27	4875.0	10875.0
28	4875.0	10875.0
29	4611.090937695402	10635.278972569178
30	4683.441201492773	10823.66708629545
31	4988.74965890955	10788.35150972637
32	3301.594159117804	4130.774665812963
33	3205.9470089263796	4323.396934366138
34	3435.271253995268	4070.345102045968
35	3228.335840288648	4470.129865784118
36	3635.517473037265	4083.1619906175742
37	3500.6208265622754	4041.7085634063274
38	3327.3056078355603	4302.705011153279
39	3290.7430625838724	3766.5796647939324
40	3523.949537915118	4039.395137133976
41	3300.7165782026455	4021.803064885725
42	375.0	1875.0
43	596.4020414927315	1860.295864149429
44	64.1949179018232	2084.821831423581
45	381.21602763282397	1658.7867392828048
46	471.2104012634658	1597.5634186615725
47	95.36386703343186	2074.922368914157
48	395.0757192008552	1781.2185786973544
49	431.5167565329285	4701.18529647376
50	92.07955743248868	5121.1321254477025
51	503.429594703392	4686.431222029816
52	380.1795739062027	4852.045008695687
53	461.8999675107508	4862.149822563891
54	304.5311495619411	4906.69253474908
55	516.8483032036008	4764.531584554895
56	240.43065310903816	5087.894647271612
57	355.0307832281355	4971.585570044064
58	399.399148141734	4811.65912327938
59	444.61974596809455	4823.33458453704
60	370.03504854338667	4911.3562256195255
61	5500.759581305246	3516.5836741769094
62	5625.0	3375.0
63	5586.56999333427	3581.260779711719
64	5544.71228180918	3235.8714173252056
65	5520.3212253848105	3268.779291060087
66	5768.785796460963	3278.5099118914072
67	5854.378576435425	3078.3344160970846
68	5523.676012287746	3360.0131163251067
69	5625.0	3375.0
70	5596.83067161807	3466.505304425866
71	5763.728655729168	3301.459436407978
72	5543.092942269174	3425.500732990955
73	6375.0	375.0
74	6312.33461857461	275.65789898524383
75	6375.0	375.0
76	6357.637292242505	255.0409659260016
77	6096.103042786874	124.31795585391555
78	6338.284295366035	553.6971852172037
79	2625.0	4875.0
80	2672.865276625734	4714.528981176534
81	2787.4113352573595	4859.581212170005
82	2368.7829107137813	5060.5104776498065
83	2536.0945812947634	5038.859091070197
84	2625.0	4875.0
85	2625.0	4875.0
86	2549.775884809797	4660.925439817819
87	2504.0694956226203	4762.4718438586915
88	2710.8558433389526	4654.902988443885
89	2387.676223824807	4852.207433367645
90	6323.918629287263	1046.4404821501623
91	6247.320723324792	1177.35119890035
92	6718.498262695447	974.5541840887236
93	6301.834914840422	1112.7083747581887
94	6309.2092667569505	1231.167374430642
95	6349.219761166521	1207.7768276005377
96	7125.0	12375.0
97	2761.7598852600463	10842.468950370096
98	2625.0	10875.0
99	2289.4228637938368	10844.298121616508
100	2890.9593827803296	10776.538173732588
101	2550.3233135404457	10913.066805932214
102	2625.0	10875.0
103	2610.870531381087	10890.02615780743
104	2536.970394565875	10870.146175669935
105	2625.0	10875.0
106	2250.414549775797	10857.372167452268
107	2886.4287259640237	1629.6534362486843
108	2625.0	1875.0
109	2272.781307202545	2003.7128293685294
110	2625.0	1875.0
111	4589.6507204616055	6618.312121907066
112	4709.241002004989	6547.481937556724
113	5036.256428104937	6212.747752729055
114	4875.0	6375.0
115	4685.942307146626	6579.171635078762
116	4970.901651299576	6248.902143720816
117	5058.138911657112	6246.117684939344
118	4821.213926917394	6374.527809145561
119	4974.411792282836	6199.456602812168
120	4742.629552851842	6569.32632237647
121	4926.192858266545	6217.856706601868
122	5105.561885065841	6290.2615274032405
123	3111.426053968573	13627.937612643194
124	3343.8341617868246	13890.216670604055
125	3375.0	13875.0
126	6656.918044410768	13013.662688935397
127	6315.766232726536	13130.504963785384
128	6187.650711903035	13274.777116649306
129	6037.471449537537	13288.399747927311
130	6455.0183665301265	13021.180575621765
131	6379.927565043366	13048.761276565272
132	6592.245874392613	13097.71450824357
133	4965.817458388265	3960.473834670936
134	4875.0	4125.0
135	4893.245628364582	4030.313846142516
136	4759.882790324276	4182.443095842488
137	4627.434438438211	4161.609846877348
138	4875.0	4125.0
139	4756.365620155737	4278.78512969055
140	4656.543389972865	4340.967449376397
141	5236.706935907306	4026.039944843648
142	4875.0	4125.0
143	4897.017233285231	4090.6482957826433
144	4915.613702249867	3950.796549922829
145	3953.0804092296876	12921.193392304504
146	4125.0	13125.0
147	4125.0	13125.0
148	4125.0	13125.0
149	4070.7950823979404	13186.811647463881
150	4125.0	13125.0
151	4125.0	13125.0
152	3939.2335084882116	12799.245781867065
153	4009.0311651938678	13057.975183085631
154	4039.6928918924255	13063.248255613866
155	5603.708614767667	8144.961704967805
156	5683.729306655449	7622.378385729995
157	5619.442427446129	7919.809837135984
158	5586.573535736885	7878.339540123911
159	5447.629578592876	8023.368084057886
160	5784.219469694471	7676.402543403736
161	5681.004473473552	7841.525057060435
162	5702.943245375716	7826.060454680318
163	5787.177300503348	7797.644888783755
164	5379.832947086571	8158.757142933431
165	5598.739024961402	7735.750342297858
166	958.2430534747153	1997.1684343533666
167	806.0071702346544	2072.151146479794
168	1277.1281270885434	1871.5518031514343
169	1006.9029454094896	2075.7509394350577
170	1207.9808407719659	1752.466915552144
171	1186.8297012743503	1767.9092324749627
172	1236.57944630052	1819.3240763595652
173	1172.8175092445827	1772.1653956003072
174	1272.5112062011785	1746.5153343470267
175	1085.7162620732765	417.04633495797924
176	1122.0762514752541	370.90116809263316
177	897.3987412871668	76.9686811217083
178	1252.8852209052193	372.825189571139
179	1125.0	375.0
180	1125.0	375.0
181	2561.460255214762	12389.438482008813
182	2635.9132928406652	12000.15883358498
183	2420.501649449566	12577.060831755853
184	2489.7027027353506	12488.79606506389
185	2899.110570613448	12338.773100800701
186	2674.955447278415	12113.270234892421
187	2625.0	12375.0
188	2601.3863392542617	12532.829341949164
189	2540.9951001171867	12224.3057967599
190	2625.0	12375.0
191	2625.0	12375.0
192	1987.0184311929513	7793.9872645095265
193	1875.0	7875.0
194	2142.660306430287	7679.908116106065
195	1778.8461573284737	7993.198674532123
196	1764.5916904844353	8028.866089929587
197	1947.803619569523	7770.175115388522
198	1628.206751240369	7987.933218842251
199	1755.9613190253713	7692.084929644913
200	1989.394732252229	7678.890042132867
201	3955.0343922047196	10958.598981679545
202	4136.497332525567	10667.628324172232
203	4044.4881669002853	10879.365807373764
204	4192.909241013947	10687.803646126744
205	4050.548791228942	10781.209960022345
206	4171.242364539639	10787.120947234482
207	3961.266489108956	10871.884593767265
208	4125.0	10875.0
209	4125.0	10875.0
210	4125.0	10875.0
211	4090.0806054231184	10873.598356193992
212	4054.4473840007026	10712.780521307199
213	4125.0	10875.0
214	4170.932493686764	10582.482878215544
215	7033.9098213771185	4935.234792913775
216	6958.322649064195	4978.060199072402
217	7151.702543950631	4814.066320249609
218	7150.419874571214	4826.647384785201
219	7025.168503906058	5038.49821439966
220	7430.477433238158	4657.494740794097
221	5474.546958870845	6536.883772233982
222	5790.338717322176	6283.3207760721525
223	5576.727741243985	6356.060393342094
224	5869.463210960276	6352.06833292147
225	5797.305188134896	6340.500558065754
226	5311.732250841353	6581.126944713869
227	5625.0	6375.0
228	5472.776449780416	6287.254813290646
229	5857.712230248109	6355.302886012621
230	5444.364475232137	6249.03002532347
231	7435.1504342652215	6914.211698320105
232	6950.093019788067	7258.256580387406
233	7428.834026936604	6924.776592425215
234	6968.114827404449	7242.257195071155
235	7287.81074493974	7021.126790726678
236	7046.877451406629	7141.473767090876
237	6952.540025776029	7252.889386590753
238	6930.579769471736	7245.008089383969
239	7125.0	5625.0
240	7219.944702362363	5347.770711053451
241	7185.616531763044	5508.119430975168
242	6925.056746025487	5942.250209125358
243	622.4549080515671	9948.56584708467
244	113.46119055941142	10172.976801904104
245	735.9810027101078	10023.423842943312
246	511.99787907330904	10097.76781832767
247	134.9438715024893	10244.130215859714
248	55.47812342262222	10314.718207293612
249	655.1593309245973	10052.594764465104
250	86.94733951957522	10262.804216241551
251	290.34212591728635	10019.407214267509
252	543.2326706812335	10113.613148463157
253	427.60894423340386	241.51918863868974
254	55.68527875914066	241.4421137788911
255	300.38190135742366	438.73662711683517
256	486.0017144041987	286.732157783914
257	321.8472498113501	746.2139344736172
258	375.0	375.0
259	393.3930589036188	344.28566837023453
260	462.5602521837678	318.19582832838864
261	4125.0	1875.0
262	4174.962813875658	1832.4763842730736
263	3991.516035389059	1846.0990793930255
264	4102.416578523322	1818.0096932797132
265	4039.23822232124	1770.124011837346
266	4066.325264367258	1829.2670622535034
267	4784.076420757986	10120.237860901445
268	4875.0	10125.0
269	4875.0	10125.0
270	4826.530260985626	9954.486751875847
271	4849.145836690945	10295.571405391951
272	4881.409847914047	9750.054785535649
273	4831.572809815229	9904.676620562755
274	4899.435222501338	9947.384567026878
275	4652.014296674805	10076.47294832545
276	4875.0	10125.0
277	7175.415675836833	2554.1675820936016
278	6918.033673985735	2751.0045364786133
279	7046.698503329084	2781.843868829858
280	6961.52987428425	2779.6803513679924
281	7258.288475532013	2433.4308035211297
282	6950.282879163271	2795.9842777607237
283	7289.820870152627	2533.917078036899
284	7399.928109080469	2369.9715019111827
285	3547.9908749351234	12260.136197792399
286	3375.0	12375.0
287	3353.1751773327865	12418.387247657321
288	3412.102458849419	12331.813975958157
289	3247.62154667448	12219.813640465005
290	3025.230143981694	12510.225914014043
291	3375.0	12375.0
292	3429.4035247381157	12272.599046194302
293	3375.0	12375.0
294	3375.0	12375.0
295	3551.4653013203724	12256.357723305106
296	3232.3707229533284	12578.642203592046
297	4875.0	12375.0
