,sc_id,spot,exp_cor_before,interface_cor_before,mix_cor_before,exp_cor_after,interface_cor_after,mix_cor_after,celltype
0,cell_960,spot_8,0.9786964153357989,0.9500391455073558,0.9758306883529546,0.972740109762684,0.9433396012570597,0.9698000589121215,ExcitatoryL5
1,cell_35,spot_8,0.9786964153357989,0.9500391455073558,0.9758306883529546,0.972740109762684,0.9433396012570597,0.9698000589121215,ExcitatoryL5
2,cell_45,spot_8,0.9786964153357989,0.9500391455073558,0.9758306883529546,0.972740109762684,0.9433396012570597,0.9698000589121215,ExcitatoryL5
3,cell_1395,spot_8,0.9786964153357989,0.9500391455073558,0.9758306883529546,0.972740109762684,0.9433396012570597,0.9698000589121215,Olig
4,cell_604,spot_8,0.9786964153357989,0.9500391455073558,0.9758306883529546,0.972740109762684,0.9433396012570597,0.9698000589121215,Olig
5,cell_62,spot_8,0.9786964153357989,0.9500391455073558,0.9758306883529546,0.972740109762684,0.9433396012570597,0.9698000589121215,ExcitatoryL6
6,cell_1462,spot_8,0.9786964153357989,0.9500391455073558,0.9758306883529546,0.972740109762684,0.9433396012570597,0.9698000589121215,ExcitatoryL6
7,cell_351,spot_8,0.9786964153357989,0.9500391455073558,0.9758306883529546,0.972740109762684,0.9433396012570597,0.9698000589121215,ExcitatoryL6
8,cell_169,spot_8,0.9786964153357989,0.9500391455073558,0.9758306883529546,0.972740109762684,0.9433396012570597,0.9698000589121215,ExcitatoryL5
9,cell_20,spot_120,0.9852058119252816,0.9221324556263073,0.9788984762953842,0.9904532514262727,0.8616260002555087,0.9121055526004808,ExcitatoryL2and3
10,cell_924,spot_120,0.9852058119252816,0.9221324556263073,0.9788984762953842,0.9904532514262727,0.8616260002555087,0.9121055526004808,ExcitatoryL2and3
11,cell_1384,spot_120,0.9852058119252816,0.9221324556263073,0.9788984762953842,0.9904532514262727,0.8616260002555087,0.9121055526004808,Endo
12,cell_611,spot_120,0.9852058119252816,0.9221324556263073,0.9788984762953842,0.9904532514262727,0.8616260002555087,0.9121055526004808,ExcitatoryL4
13,cell_1063,spot_120,0.9852058119252816,0.9221324556263073,0.9788984762953842,0.9904532514262727,0.8616260002555087,0.9121055526004808,ExcitatoryL6
14,cell_958,spot_120,0.9852058119252816,0.9221324556263073,0.9788984762953842,0.9904532514262727,0.8616260002555087,0.9121055526004808,ExcitatoryL6
15,cell_1027,spot_120,0.9852058119252816,0.9221324556263073,0.9788984762953842,0.9904532514262727,0.8616260002555087,0.9121055526004808,ExcitatoryL6
16,cell_1073,spot_120,0.9852058119252816,0.9221324556263073,0.9788984762953842,0.9904532514262727,0.8616260002555087,0.9121055526004808,ExcitatoryL6
17,cell_263,spot_120,0.9852058119252816,0.9221324556263073,0.9788984762953842,0.9904532514262727,0.8616260002555087,0.9121055526004808,ExcitatoryL6
18,cell_1277,spot_120,0.9852058119252816,0.9221324556263073,0.9788984762953842,0.9904532514262727,0.8616260002555087,0.9121055526004808,ExcitatoryL6
19,cell_974,spot_120,0.9852058119252816,0.9221324556263073,0.9788984762953842,0.9904532514262727,0.8616260002555087,0.9121055526004808,ExcitatoryL6
20,cell_918,spot_128,0.9844330546070992,0.6757780590203674,0.953567555048426,0.9887836760568095,0.7388836468675644,0.963793673137885,ExcitatoryL2and3
21,cell_1014,spot_128,0.9844330546070992,0.6757780590203674,0.953567555048426,0.9887836760568095,0.7388836468675644,0.963793673137885,ExcitatoryL2and3
22,cell_1084,spot_128,0.9844330546070992,0.6757780590203674,0.953567555048426,0.9887836760568095,0.7388836468675644,0.963793673137885,ExcitatoryL2and3
23,cell_1093,spot_128,0.9844330546070992,0.6757780590203674,0.953567555048426,0.9887836760568095,0.7388836468675644,0.963793673137885,ExcitatoryL2and3
24,cell_994,spot_128,0.9844330546070992,0.6757780590203674,0.953567555048426,0.9887836760568095,0.7388836468675644,0.963793673137885,ExcitatoryL2and3
25,cell_989,spot_128,0.9844330546070992,0.6757780590203674,0.953567555048426,0.9887836760568095,0.7388836468675644,0.963793673137885,ExcitatoryL2and3
26,cell_36,spot_128,0.9844330546070992,0.6757780590203674,0.953567555048426,0.9887836760568095,0.7388836468675644,0.963793673137885,ExcitatoryL2and3
27,cell_1046,spot_128,0.9844330546070992,0.6757780590203674,0.953567555048426,0.9887836760568095,0.7388836468675644,0.963793673137885,ExcitatoryL2and3
28,cell_1414,spot_128,0.9844330546070992,0.6757780590203674,0.953567555048426,0.9887836760568095,0.7388836468675644,0.963793673137885,Endo
29,cell_1008,spot_128,0.9844330546070992,0.6757780590203674,0.953567555048426,0.9887836760568095,0.7388836468675644,0.963793673137885,Pvalb
30,cell_1195,spot_128,0.9844330546070992,0.6757780590203674,0.953567555048426,0.9887836760568095,0.7388836468675644,0.963793673137885,Pvalb
31,cell_1515,spot_128,0.9844330546070992,0.6757780590203674,0.953567555048426,0.9887836760568095,0.7388836468675644,0.963793673137885,Pvalb
32,cell_1062,spot_81,0.9867222555342479,0.8437964813235918,0.9724296781131823,0.9876899628504313,0.7718222716129872,0.966103193726687,Endo
33,cell_1041,spot_81,0.9867222555342479,0.8437964813235918,0.9724296781131823,0.9876899628504313,0.7718222716129872,0.966103193726687,Endo
34,cell_712,spot_81,0.9867222555342479,0.8437964813235918,0.9724296781131823,0.9876899628504313,0.7718222716129872,0.966103193726687,ExcitatoryL6
35,cell_768,spot_81,0.9867222555342479,0.8437964813235918,0.9724296781131823,0.9876899628504313,0.7718222716129872,0.966103193726687,ExcitatoryL6
36,cell_763,spot_81,0.9867222555342479,0.8437964813235918,0.9724296781131823,0.9876899628504313,0.7718222716129872,0.966103193726687,ExcitatoryL6
37,cell_423,spot_81,0.9867222555342479,0.8437964813235918,0.9724296781131823,0.9876899628504313,0.7718222716129872,0.966103193726687,ExcitatoryL6
38,cell_885,spot_81,0.9867222555342479,0.8437964813235918,0.9724296781131823,0.9876899628504313,0.7718222716129872,0.966103193726687,ExcitatoryL6
39,cell_757,spot_81,0.9867222555342479,0.8437964813235918,0.9724296781131823,0.9876899628504313,0.7718222716129872,0.966103193726687,ExcitatoryL6
40,cell_552,spot_81,0.9867222555342479,0.8437964813235918,0.9724296781131823,0.9876899628504313,0.7718222716129872,0.966103193726687,ExcitatoryL6
41,cell_713,spot_81,0.9867222555342479,0.8437964813235918,0.9724296781131823,0.9876899628504313,0.7718222716129872,0.966103193726687,ExcitatoryL6
42,cell_1417,spot_2,0.9618783715118749,0.9945609306406392,0.9651466274247513,0.9775961741677729,0.9946151515982828,0.9792980719108239,Olig
43,cell_1338,spot_2,0.9618783715118749,0.9945609306406392,0.9651466274247513,0.9775961741677729,0.9946151515982828,0.9792980719108239,Olig
44,cell_47,spot_2,0.9618783715118749,0.9945609306406392,0.9651466274247513,0.9775961741677729,0.9946151515982828,0.9792980719108239,Olig
45,cell_78,spot_2,0.9618783715118749,0.9945609306406392,0.9651466274247513,0.9775961741677729,0.9946151515982828,0.9792980719108239,Olig
46,cell_394,spot_2,0.9618783715118749,0.9945609306406392,0.9651466274247513,0.9775961741677729,0.9946151515982828,0.9792980719108239,Olig
47,cell_1433,spot_2,0.9618783715118749,0.9945609306406392,0.9651466274247513,0.9775961741677729,0.9946151515982828,0.9792980719108239,Olig
48,cell_787,spot_2,0.9618783715118749,0.9945609306406392,0.9651466274247513,0.9775961741677729,0.9946151515982828,0.9792980719108239,ExcitatoryL6
49,cell_35,spot_6,0.9868809478594434,0.9053410523250359,0.9787269583060026,0.9876756870746168,0.8824921781027991,0.9117200325757702,ExcitatoryL5
50,cell_758,spot_6,0.9868809478594434,0.9053410523250359,0.9787269583060026,0.9876756870746168,0.8824921781027991,0.9117200325757702,Olig
51,cell_1487,spot_6,0.9868809478594434,0.9053410523250359,0.9787269583060026,0.9876756870746168,0.8824921781027991,0.9117200325757702,Olig
52,cell_1345,spot_6,0.9868809478594434,0.9053410523250359,0.9787269583060026,0.9876756870746168,0.8824921781027991,0.9117200325757702,ExcitatoryL4
53,cell_152,spot_6,0.9868809478594434,0.9053410523250359,0.9787269583060026,0.9876756870746168,0.8824921781027991,0.9117200325757702,ExcitatoryL6
54,cell_144,spot_6,0.9868809478594434,0.9053410523250359,0.9787269583060026,0.9876756870746168,0.8824921781027991,0.9117200325757702,ExcitatoryL6
55,cell_152,spot_6,0.9868809478594434,0.9053410523250359,0.9787269583060026,0.9876756870746168,0.8824921781027991,0.9117200325757702,ExcitatoryL6
56,cell_202,spot_6,0.9868809478594434,0.9053410523250359,0.9787269583060026,0.9876756870746168,0.8824921781027991,0.9117200325757702,ExcitatoryL6
57,cell_553,spot_6,0.9868809478594434,0.9053410523250359,0.9787269583060026,0.9876756870746168,0.8824921781027991,0.9117200325757702,ExcitatoryL6
58,cell_14,spot_6,0.9868809478594434,0.9053410523250359,0.9787269583060026,0.9876756870746168,0.8824921781027991,0.9117200325757702,ExcitatoryL6
59,cell_130,spot_6,0.9868809478594434,0.9053410523250359,0.9787269583060026,0.9876756870746168,0.8824921781027991,0.9117200325757702,ExcitatoryL6
60,cell_1138,spot_6,0.9868809478594434,0.9053410523250359,0.9787269583060026,0.9876756870746168,0.8824921781027991,0.9117200325757702,ExcitatoryL6
61,cell_1003,spot_137,0.9887721193268487,0.9569834458254766,0.9855932519767115,0.9942386539280067,0.9657105513345499,0.991385843668661,Pvalb
62,cell_410,spot_137,0.9887721193268487,0.9569834458254766,0.9855932519767115,0.9942386539280067,0.9657105513345499,0.991385843668661,ExcitatoryL6
63,cell_1215,spot_137,0.9887721193268487,0.9569834458254766,0.9855932519767115,0.9942386539280067,0.9657105513345499,0.991385843668661,ExcitatoryL6
64,cell_1167,spot_137,0.9887721193268487,0.9569834458254766,0.9855932519767115,0.9942386539280067,0.9657105513345499,0.991385843668661,ExcitatoryL6
65,cell_1131,spot_137,0.9887721193268487,0.9569834458254766,0.9855932519767115,0.9942386539280067,0.9657105513345499,0.991385843668661,ExcitatoryL6
66,cell_676,spot_137,0.9887721193268487,0.9569834458254766,0.9855932519767115,0.9942386539280067,0.9657105513345499,0.991385843668661,ExcitatoryL6
67,cell_1083,spot_137,0.9887721193268487,0.9569834458254766,0.9855932519767115,0.9942386539280067,0.9657105513345499,0.991385843668661,ExcitatoryL6
68,cell_1348,spot_137,0.9887721193268487,0.9569834458254766,0.9855932519767115,0.9942386539280067,0.9657105513345499,0.991385843668661,ExcitatoryL6
69,cell_1009,spot_137,0.9887721193268487,0.9569834458254766,0.9855932519767115,0.9942386539280067,0.9657105513345499,0.991385843668661,ExcitatoryL6
70,cell_1249,spot_137,0.9887721193268487,0.9569834458254766,0.9855932519767115,0.9942386539280067,0.9657105513345499,0.991385843668661,ExcitatoryL6
71,cell_1376,spot_137,0.9887721193268487,0.9569834458254766,0.9855932519767115,0.9942386539280067,0.9657105513345499,0.991385843668661,ExcitatoryL6
72,cell_1454,spot_137,0.9887721193268487,0.9569834458254766,0.9855932519767115,0.9942386539280067,0.9657105513345499,0.991385843668661,ExcitatoryL6
73,cell_718,spot_152,0.9397285826207079,0.9578443455880458,0.9415401589174417,0.9373208315144388,0.925411710306362,0.9361299193936311,Astro
74,cell_96,spot_152,0.9397285826207079,0.9578443455880458,0.9415401589174417,0.9373208315144388,0.925411710306362,0.9361299193936311,Astro
75,cell_31,spot_152,0.9397285826207079,0.9578443455880458,0.9415401589174417,0.9373208315144388,0.925411710306362,0.9361299193936311,Astro
76,cell_1208,spot_152,0.9397285826207079,0.9578443455880458,0.9415401589174417,0.9373208315144388,0.925411710306362,0.9361299193936311,Olig
77,cell_1100,spot_152,0.9397285826207079,0.9578443455880458,0.9415401589174417,0.9373208315144388,0.925411710306362,0.9361299193936311,Olig
78,cell_303,spot_152,0.9397285826207079,0.9578443455880458,0.9415401589174417,0.9373208315144388,0.925411710306362,0.9361299193936311,Olig
79,cell_585,spot_63,0.9890962961759362,0.8634961774585892,0.9765362843042015,0.9908296808175464,0.8713055837719198,0.9133247886139336,ExcitatoryL5
80,cell_186,spot_63,0.9890962961759362,0.8634961774585892,0.9765362843042015,0.9908296808175464,0.8713055837719198,0.9133247886139336,Sst
81,cell_945,spot_63,0.9890962961759362,0.8634961774585892,0.9765362843042015,0.9908296808175464,0.8713055837719198,0.9133247886139336,Sst
82,cell_697,spot_63,0.9890962961759362,0.8634961774585892,0.9765362843042015,0.9908296808175464,0.8713055837719198,0.9133247886139336,ExcitatoryL6
83,cell_534,spot_63,0.9890962961759362,0.8634961774585892,0.9765362843042015,0.9908296808175464,0.8713055837719198,0.9133247886139336,ExcitatoryL6
84,cell_545,spot_63,0.9890962961759362,0.8634961774585892,0.9765362843042015,0.9908296808175464,0.8713055837719198,0.9133247886139336,ExcitatoryL6
85,cell_650,spot_63,0.9890962961759362,0.8634961774585892,0.9765362843042015,0.9908296808175464,0.8713055837719198,0.9133247886139336,ExcitatoryL6
86,cell_87,spot_63,0.9890962961759362,0.8634961774585892,0.9765362843042015,0.9908296808175464,0.8713055837719198,0.9133247886139336,ExcitatoryL6
87,cell_105,spot_63,0.9890962961759362,0.8634961774585892,0.9765362843042015,0.9908296808175464,0.8713055837719198,0.9133247886139336,ExcitatoryL6
88,cell_1039,spot_63,0.9890962961759362,0.8634961774585892,0.9765362843042015,0.9908296808175464,0.8713055837719198,0.9133247886139336,ExcitatoryL6
